X,TMDBID,title,releaseDate,rating,num_rating,stars,star1,star2,star3,star4,star5,director,runtime,genres,production,country,budget,revenue,date,year,Action,Adventure,Animation,Comedy,Crime,Documentary,Drama,Family,Fantasy,Foreign,History,Horror,Music,Mystery,Romance,ScienceFiction,Thriller,War,Western
5066,13416,Friday Night Lights,10/8/04,7.3,71,"['Billy Bob Thornton', 'Lucas Black', 'Garrett Hedlund', 'Derek Luke', 'Amber Heard']",Billy Bob Thornton,Lucas Black,Garrett Hedlund,Derek Luke,Amber Heard,Peter Berg,118,['Drama'],Universal Studios,United States of America,30000000,61255921,10/8/04,2004,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
5068,15566,Surviving Christmas,10/22/04,4.9,29,"['Ben Affleck', 'James Gandolfini', 'Christina Applegate', ""Catherine O'Hara"", 'Josh Zuckerman']",Ben Affleck,James Gandolfini,Christina Applegate,Catherine O'Hara,Josh Zuckerman,Mike Mitchell,91,"['Comedy', 'Romance']",DreamWorks SKG,United States of America,45000000,14793624,10/22/04,2004,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
5069,1970,The Grudge,10/22/04,5.8,310,"['Sarah Michelle Gellar', 'Jason Behr', 'William Mapother', 'Clea DuVall', 'KaDee Strickland']",Sarah Michelle Gellar,Jason Behr,William Mapother,Clea DuVall,KaDee Strickland,Takashi Shimizu,92,"['Horror', 'Thriller', 'Mystery']",Ghost House Pictures,Japan,10000000,183474602,10/22/04,2004,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
5070,8849,Alfie,10/22/04,5.5,110,"['Jude Law', 'Marisa Tomei', 'Omar Epps', 'Jane Krakowski', 'Ren?e Taylor']",Jude Law,Marisa Tomei,Omar Epps,Jane Krakowski,Ren?e Taylor,Charles Shyer,103,['Comedy'],Paramount Pictures,United Kingdom,60000000,13395939,10/22/04,2004,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
5071,9675,Sideways,10/22/04,6.6,197,"['Paul Giamatti', 'Thomas Haden Church', 'Virginia Madsen', 'Sandra Oh', 'Marylouise Burke']",Paul Giamatti,Thomas Haden Church,Virginia Madsen,Sandra Oh,Marylouise Burke,Alexander Payne,126,"['Comedy', 'Drama', 'Romance']",Fox Searchlight Pictures,United States of America,16000000,109502303,10/22/04,2004,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
5072,4553,The Machinist,2/9/04,7.2,467,"['Christian Bale', 'Jennifer Jason Leigh', 'Aitana S?nchez-Gij?n', 'John Sharian', 'Michael Ironside']",Christian Bale,Jennifer Jason Leigh,Aitana S?nchez-Gij?n,John Sharian,Michael Ironside,Brad Anderson,101,"['Thriller', 'Drama']",Filmax Entertainment,United States of America,5000000,8203235,2/9/04,2004,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
5074,176,Saw,10/1/04,7.1,900,"['Cary Elwes', 'Danny Glover', 'Monica Potter', 'Michael Emerson', 'Ken Leung']",Cary Elwes,Danny Glover,Monica Potter,Michael Emerson,Ken Leung,James Wan,103,"['Horror', 'Mystery', 'Crime']",Twisted Pictures,United States of America,1200000,103911669,10/1/04,2004,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
5075,1677,Ray,10/11/04,6.9,185,"['Jamie Foxx', 'Kerry Washington', 'Regina King', 'Harry Lennix', 'Clifton Powell']",Jamie Foxx,Kerry Washington,Regina King,Harry Lennix,Clifton Powell,Taylor Hackford,152,['Drama'],Universal Pictures,United States of America,40000000,124731534,10/11/04,2004,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
5077,9806,The Incredibles,11/4/04,7.1,2222,"['Craig T. Nelson', 'Holly Hunter', 'Samuel L. Jackson', 'Jason Lee', 'Dominique Louis']",Craig T. Nelson,Holly Hunter,Samuel L. Jackson,Jason Lee,Dominique Louis,Brad Bird,115,"['Adventure', 'Family', 'Animation', 'Action']",Walt Disney Pictures,United States of America,92000000,631442092,11/4/04,2004,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
5079,5255,The Polar Express,11/9/04,6.2,635,"['Tom Hanks', 'Michael Jeter', 'Eddie Deezen', 'Chris Coppola', 'Nona Gaye']",Tom Hanks,Michael Jeter,Eddie Deezen,Chris Coppola,Nona Gaye,Robert Zemeckis,100,"['Animation', 'Adventure', 'Family', 'Fantasy']",Castle Rock Entertainment,United States of America,165000000,305875730,11/9/04,2004,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
5081,11249,Seed of Chucky,11/11/04,4.9,108,"['Brad Dourif', 'Jennifer Tilly', 'Billy Boyd', 'Redman', 'Hannah Spearritt']",Brad Dourif,Jennifer Tilly,Billy Boyd,Redman,Hannah Spearritt,Don Mancini,87,"['Comedy', 'Drama', 'Horror']",Rogue Pictures,Romania,12000000,24829644,11/11/04,2004,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
5082,10589,After the Sunset,11/12/04,5.9,112,"['Pierce Brosnan', 'Salma Hayek', 'Woody Harrelson', 'Troy Garity', 'Russell Hornsby']",Pierce Brosnan,Salma Hayek,Woody Harrelson,Troy Garity,Russell Hornsby,Brett Ratner,97,"['Action', 'Comedy', 'Crime', 'Drama']",New Line Cinema,United States of America,60000000,61347797,11/12/04,2004,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
5083,9801,Bridget Jones: The Edge of Reason,10/28/04,5.9,284,"['Ren?e Zellweger', 'Colin Firth', 'Hugh Grant', 'Jacinda Barrett', 'Gemma Jones']",Ren?e Zellweger,Colin Firth,Hugh Grant,Jacinda Barrett,Gemma Jones,Beeban Kidron,108,"['Comedy', 'Romance']",Miramax Films,France,50000000,40203020,10/28/04,2004,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
5084,866,Finding Neverland,10/17/04,7.1,458,"['Johnny Depp', 'Kate Winslet', 'Julie Christie', 'Dustin Hoffman', 'Freddie Highmore']",Johnny Depp,Kate Winslet,Julie Christie,Dustin Hoffman,Freddie Highmore,Marc Forster,106,['Drama'],Miramax Films,United Kingdom,25000000,51676606,10/17/04,2004,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
5085,2059,National Treasure,11/8/04,6.3,965,"['Nicolas Cage', 'Diane Kruger', 'Justin Bartha', 'Sean Bean', 'Jon Voight']",Nicolas Cage,Diane Kruger,Justin Bartha,Sean Bean,Jon Voight,Jon Turteltaub,131,"['Adventure', 'Action', 'Thriller', 'Mystery']",Walt Disney Pictures,United States of America,100000000,347451894,11/8/04,2004,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
5086,140,Bad Education,3/19/04,6.8,76,"['Gael Garc?a Bernal', 'Fele Mart?nez', 'Daniel Gim?nez Cacho', 'Llu?s Homar', 'Francisco Maestre']",Gael Garc?a Bernal,Fele Mart?nez,Daniel Gim?nez Cacho,Llu?s Homar,Francisco Maestre,Pedro Almod?var,106,"['Crime', 'Drama', 'Romance', 'Thriller']",Televisi?n Espa?ola TVE,Spain,5000000,40266982,3/19/04,2004,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE
5087,11836,The SpongeBob SquarePants Movie,11/14/04,6.7,270,"['Tom Kenny', 'Clancy Brown', 'Rodger Bumpass', 'Bill Fagerbakke', 'Carolyn Lawrence']",Tom Kenny,Clancy Brown,Rodger Bumpass,Bill Fagerbakke,Carolyn Lawrence,Stephen Hillenburg,87,"['Animation', 'Comedy', 'Family']",Paramount Pictures,United States of America,30000000,140161792,11/14/04,2004,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
5088,1966,Alexander,11/23/04,5.7,387,"['Colin Farrell', 'Angelina Jolie', 'Val Kilmer', 'Jared Leto', 'Jonathan Rhys Meyers']",Colin Farrell,Angelina Jolie,Val Kilmer,Jared Leto,Jonathan Rhys Meyers,Oliver Stone,175,"['War', 'History', 'Action', 'Adventure', 'Drama', 'Romance']",France 3 Cin?ma,France,155000000,167298192,11/23/04,2004,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
5090,2288,Closer,12/1/04,6.6,340,"['Natalie Portman', 'Jude Law', 'Julia Roberts', 'Clive Owen', 'Colin Stinton']",Natalie Portman,Jude Law,Julia Roberts,Clive Owen,Colin Stinton,Mike Nichols,104,"['Drama', 'Romance']",Columbia Pictures,United States of America,27000000,115505027,12/1/04,2004,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
5091,163,Ocean's Twelve,12/9/04,6.4,1140,"['George Clooney', 'Brad Pitt', 'Catherine Zeta-Jones', 'Julia Roberts', 'Andy Garc?a']",George Clooney,Brad Pitt,Catherine Zeta-Jones,Julia Roberts,Andy Garc?a,Steven Soderbergh,125,"['Thriller', 'Crime']",Village Roadshow Pictures,United States of America,110000000,362744280,12/9/04,2004,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
5092,36648,Blade: Trinity,12/7/04,5.7,676,"['Wesley Snipes', 'Kris Kristofferson', 'Dominic Purcell', 'Jessica Biel', 'Ryan Reynolds']",Wesley Snipes,Kris Kristofferson,Dominic Purcell,Jessica Biel,Ryan Reynolds,David S. Goyer,123,"['Science Fiction', 'Action', 'Horror', 'Thriller', 'Adventure', 'Fantasy']",New Line Cinema,United States of America,65000000,128905366,12/7/04,2004,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
5099,15613,Fire in the Sky,3/12/93,6.5,34,"['D. B. Sweeney', 'Robert Patrick', 'Craig Sheffer', 'Peter Berg', 'Henry Thomas']",D. B. Sweeney,Robert Patrick,Craig Sheffer,Peter Berg,Henry Thomas,Robert Lieberman,109,"['Drama', 'Horror', 'Thriller', 'Mystery']",Paramount Pictures,United States of America,19885552,19724334,3/12/93,1993,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
5358,8852,Prince of Darkness,10/23/87,6.5,50,"['Donald Pleasence', 'Lisa Blount', 'Victor Wong', 'Jameson Parker', 'Dennis Dun']",Donald Pleasence,Lisa Blount,Victor Wong,Jameson Parker,Dennis Dun,John Carpenter,101,['Horror'],Universal Pictures,United States of America,3000000,14182492,10/23/87,1987,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
5365,9768,Cry-Baby,4/5/90,6.2,94,"['Johnny Depp', 'Amy Locane', 'Polly Bergen', 'Susan Tyrrell', 'Traci Lords']",Johnny Depp,Amy Locane,Polly Bergen,Susan Tyrrell,Traci Lords,John Waters,85,"['Music', 'Comedy']",Imagine Entertainment,United States of America,11000000,8266343,4/5/90,1990,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
5366,27274,Frankenhooker,6/1/90,5.9,16,"['Patty Mullen', 'James Lorinz', 'Joanne Ritchie', 'J.J. Clark', 'Helmar Augustus Cooper']",Patty Mullen,James Lorinz,Joanne Ritchie,J.J. Clark,Helmar Augustus Cooper,Frank Henenlotter,85,"['Comedy', 'Horror', 'Science Fiction']",Shapiro-Glickenhaus Entertainment,United States of America,2500000,205068,6/1/90,1990,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
5368,22189,Havana,12/11/90,5.2,6,"['Robert Redford', 'Lena Olin', 'Alan Arkin', 'Tom?s Mili?n', 'Daniel Davis']",Robert Redford,Lena Olin,Alan Arkin,Tom?s Mili?n,Daniel Davis,Sydney Pollack,144,"['Drama', 'Romance']",Universal Pictures,United States of America,40000000,9243140,12/11/90,1990,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
5376,12088,Fortress,9/30/92,5.3,60,"['Christopher Lambert', 'Kurtwood Smith', 'Loryn Locklin', 'Clifton Collins, Jr.', 'Jeffrey Combs']",Christopher Lambert,Kurtwood Smith,Loryn Locklin,"Clifton Collins, Jr.",Jeffrey Combs,Stuart Gordon,95,"['Action', 'Thriller', 'Science Fiction']",Village Roadshow Pictures,Australia,8000000,6739141,9/30/92,1992,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
5414,844,2046,5/20/04,6.5,79,"['Tony Leung Chiu-Wai', 'Zhang Ziyi', 'Faye Wong', 'Takuya Kimura', 'Gong Li']",Tony Leung Chiu-Wai,Zhang Ziyi,Faye Wong,Takuya Kimura,Gong Li,Wong Kar-wai,129,"['Fantasy', 'Drama', 'Science Fiction', 'Romance']",Paradis Films,Germany,12000000,19271312,5/20/04,2004,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
5442,4689,Sympathy for Mr. Vengeance,3/29/02,7,86,"['Song Kang-ho', 'Shin Ha-kyun', 'Bae Doona ', 'Im Ji-eun', 'Han Bo-bae']",Song Kang-ho,Shin Ha-kyun,Bae Doona ,Im Ji-eun,Han Bo-bae,Chan-wook Park,121,"['Action', 'Drama', 'Thriller']",CJ Entertainment,South Korea,4000000,1954937,3/29/02,2002,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
5444,10077,A Sound of Thunder,5/15/05,4.8,45,"['Heike Makatsch', 'Armin Rohde', 'David Oyelowo', 'Wilfried Hochholdinger', 'Edward Burns']",Heike Makatsch,Armin Rohde,David Oyelowo,Wilfried Hochholdinger,Edward Burns,Peter Hyams,110,"['Thriller', 'Science Fiction', 'Adventure', 'Action']",Epsilon Motion Pictures,Czech Republic,80000000,5989640,5/15/05,2005,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
5456,11774,Lemony Snicket's A Series of Unfortunate Events,12/16/04,6.3,555,"['Jim Carrey', 'Meryl Streep', 'Jude Law', 'Emily Browning', 'Kara Hoffman']",Jim Carrey,Meryl Streep,Jude Law,Emily Browning,Kara Hoffman,Brad Silberling,108,"['Adventure', 'Fantasy', 'Comedy', 'Family']",Paramount Pictures,Germany,140000000,209073645,12/16/04,2004,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
5462,12496,The Twilight Samurai,11/2/02,7.3,37,"['Hiroyuki Sanada', 'Rie Miyazawa', 'Nenji Kobayashi', 'Mitsuru Fukikoshi', 'Kanako Fukaura']",Hiroyuki Sanada,Rie Miyazawa,Nenji Kobayashi,Mitsuru Fukikoshi,Kanako Fukaura,Y?ji Yamada,129,"['Action', 'Drama', 'Romance']",Shochiku Company,Japan,5000000,7338987,11/2/02,2002,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
5468,670,Oldboy,1/1/03,7.8,814,"['Choi Min-sik', 'Yoo Ji-Tae', 'Kang Hye-jung', 'Kim Byeong-ok', 'Oh Dal-Su']",Choi Min-sik,Yoo Ji-Tae,Kang Hye-jung,Kim Byeong-ok,Oh Dal-Su,Chan-wook Park,120,"['Drama', 'Thriller', 'Mystery', 'Action']",Egg Films,South Korea,3000000,14980005,1/1/03,2003,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
5470,9667,The Jacket,3/4/05,6.7,155,"['Adrien Brody', 'Keira Knightley', 'Kris Kristofferson', 'Jennifer Jason Leigh', 'Kelly Lynch']",Adrien Brody,Keira Knightley,Kris Kristofferson,Jennifer Jason Leigh,Kelly Lynch,John Maybury,103,"['Drama', 'Mystery', 'Thriller', 'Fantasy']",Section Eight,Germany,29000000,21126225,3/4/05,2005,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
5475,1913,The Sea Inside,9/3/04,7.1,67,"['Javier Bardem', 'Bel?n Rueda', 'Lola Due?as', 'Joan Dalmau', 'Josep Maria Pou']",Javier Bardem,Bel?n Rueda,Lola Due?as,Joan Dalmau,Josep Maria Pou,Alejandro Amen?bar,125,['Drama'],Canal Plus,France,12806000,38535221,9/3/04,2004,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
5476,2539,Spanglish,12/17/04,5.5,175,"['Adam Sandler', 'T?a Leoni', 'Paz Vega', 'Cloris Leachman', 'Shelbie Bruce']",Adam Sandler,T?a Leoni,Paz Vega,Cloris Leachman,Shelbie Bruce,James L. Brooks,130,['Comedy'],Gracie Films,United States of America,80000000,55041367,12/17/04,2004,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
5481,179,The Interpreter,4/4/05,6.2,153,"['Nicole Kidman', 'Sean Penn', 'Catherine Keener', 'Jesper Christensen', 'Yvan Attal']",Nicole Kidman,Sean Penn,Catherine Keener,Jesper Christensen,Yvan Attal,Sydney Pollack,128,['Action'],Universal Pictures,France,80000000,162944923,4/4/05,2005,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
5482,83,Open Water,10/26/03,5.2,92,"['Blanchard Ryan', 'Daniel Travis', 'Saul Stein', 'Michael E. Williamson', 'Christina Zenato']",Blanchard Ryan,Daniel Travis,Saul Stein,Michael E. Williamson,Christina Zenato,Chris Kentis,79,"['Drama', 'Thriller']",Plunge Pictures LLC,United States of America,130000,54667954,10/26/03,2003,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
5483,4836,Layer Cake,9/30/04,6.9,242,"['Daniel Craig', 'Colm Meaney', 'George Harris', 'Sally Hawkins', 'Kenneth Cranham']",Daniel Craig,Colm Meaney,George Harris,Sally Hawkins,Kenneth Cranham,Matthew Vaughn,105,"['Drama', 'Thriller', 'Crime']",Sony Pictures Classics,United Kingdom,6500000,11850214,9/30/04,2004,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
5485,11866,Flight of the Phoenix,12/17/04,5.4,113,"['Dennis Quaid', 'Tyrese Gibson', 'Giovanni Ribisi', 'Miranda Otto', 'Hugh Laurie']",Dennis Quaid,Tyrese Gibson,Giovanni Ribisi,Miranda Otto,Hugh Laurie,John Moore,113,"['Action', 'Adventure', 'Drama', 'Thriller']",Twentieth Century Fox Film Corporation,United States of America,45000000,21009180,12/17/04,2004,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
5486,12281,Mean Creek,1/15/04,7.3,25,"['Rory Culkin', 'Scott Mechlowicz', 'Trevor Morgan', 'Josh Peck', 'Ryan Kelley']",Rory Culkin,Scott Mechlowicz,Trevor Morgan,Josh Peck,Ryan Kelley,Jacob Aaron Estes,90,"['Crime', 'Drama']",Whitewater Films,United States of America,500000,603943,1/15/04,2004,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
5493,3509,A Scanner Darkly,5/25/06,6.7,220,"['Keanu Reeves', 'Winona Ryder', 'Woody Harrelson', 'Robert Downey Jr.', 'Mitch Baker']",Keanu Reeves,Winona Ryder,Woody Harrelson,Robert Downey Jr.,Mitch Baker,Richard Linklater,100,"['Animation', 'Drama', 'Crime', 'Science Fiction', 'Thriller']",Thousand Words,United States of America,8500000,5480996,5/25/06,2006,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
5494,70,Million Dollar Baby,12/14/04,7.5,1009,"['Clint Eastwood', 'Hilary Swank', 'Morgan Freeman', 'Jay Baruchel', 'Mike Colter']",Clint Eastwood,Hilary Swank,Morgan Freeman,Jay Baruchel,Mike Colter,Clint Eastwood,132,['Drama'],Lakeshore Entertainment,United States of America,30000000,216763646,12/14/04,2004,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
5496,205,Hotel Rwanda,9/11/04,7.1,363,"['Don Cheadle', 'Nick Nolte', 'Sophie Okonedo', 'Joaquin Phoenix', 'Jean Reno']",Don Cheadle,Nick Nolte,Sophie Okonedo,Joaquin Phoenix,Jean Reno,Terry George,121,"['Drama', 'History', 'War']",Lions Gate Films,Canada,17500000,3.80E+07,9/11/04,2004,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
5498,118,Charlie and the Chocolate Factory,7/9/05,6.4,1318,"['Johnny Depp', 'Freddie Highmore', 'AnnaSophia Robb', 'Julia Winter', 'David Kelly']",Johnny Depp,Freddie Highmore,AnnaSophia Robb,Julia Winter,David Kelly,Tim Burton,115,"['Adventure', 'Fantasy', 'Comedy', 'Family']",Village Roadshow Pictures,United Kingdom,150000000,474968763,7/9/05,2005,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
5500,421,The Life Aquatic With Steve Zissou,12/10/04,7.1,343,"['Bill Murray', 'Anjelica Huston', 'Cate Blanchett', 'Willem Dafoe', 'Owen Wilson']",Bill Murray,Anjelica Huston,Cate Blanchett,Willem Dafoe,Owen Wilson,Wes Anderson,119,"['Adventure', 'Comedy', 'Drama']",Touchstone Pictures,United States of America,50000000,34808403,12/10/04,2004,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
5501,2567,The Aviator,12/25/04,6.7,637,"['Leonardo DiCaprio', 'Cate Blanchett', 'Kate Beckinsale', 'John C. Reilly', 'Alec Baldwin']",Leonardo DiCaprio,Cate Blanchett,Kate Beckinsale,John C. Reilly,Alec Baldwin,Martin Scorsese,170,['Drama'],Appian Way,United States of America,116000000,1.02E+08,12/25/04,2004,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
5502,9833,The Phantom of the Opera,12/8/04,6.8,228,"['Gerard Butler', 'Emmy Rossum', 'Patrick Wilson', 'Miranda Richardson', 'Minnie Driver']",Gerard Butler,Emmy Rossum,Patrick Wilson,Miranda Richardson,Minnie Driver,Joel Schumacher,143,"['Thriller', 'Drama', 'Romance']",Odyssey Entertainment,United Kingdom,70000000,154648887,12/8/04,2004,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE
5506,693,Meet the Fockers,12/15/04,6,600,"['Ben Stiller', 'Teri Polo', 'Robert De Niro', 'Dustin Hoffman', 'Barbra Streisand']",Ben Stiller,Teri Polo,Robert De Niro,Dustin Hoffman,Barbra Streisand,Jay Roach,115,"['Comedy', 'Romance']",DreamWorks SKG,United States of America,80000000,516642939,12/15/04,2004,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
